time,D,Derror,Tsp
0.0,0.0,-1.0,0.0
0.022796428944002144,0.0,-1.0,0.0
0.04559285788800429,0.0,-1.0,0.0
0.06838928683200643,-0.43268847,-1.4326884746551514,0.0
0.09118571577600858,0.14120635,-0.8587936460971832,-0.3014969229698181
0.11398214472001073,-0.002710641,-1.0027106408961117,-0.4
0.13677857366401286,-0.07055427,-1.0705542713403702,-0.31612029671669006
0.159575002608015,-0.032777265,-1.032777264714241,-0.3999999761581421
0.18237143155201713,0.21083663,-0.7891633659601212,-0.4
0.2279642894400214,-0.16742302,-1.1674230247735977,-0.3133874833583832
0.25076071838402353,-0.08428771,-1.0842877104878426,-0.4
0.2963535762720278,0.022181178,-0.9778188224881887,-0.4
0.31915000521602993,0.23054197,-0.7694580256938934,-0.4
0.34194643416003206,-0.20878747,-1.2087874710559845,-0.3084622025489807
0.38753929204803633,0.09796155,-0.9020384475588799,-0.4
0.41033572099203847,-0.006361487,-1.0063614868558943,-0.4
0.4331321499360406,-0.094350554,-1.094350554049015,-0.4
0.45592857888004273,-0.29502636,-1.2950263619422913,-0.30784377455711365
0.47872500782404487,0.21120389,-0.7887961119413376,-0.4
0.5015214367680471,0.047577873,-0.9524221271276474,-0.3177768290042877
0.5243178657120492,0.11178147,-0.888218529522419,-0.4
0.5471142946560513,0.26613563,-0.7338643670082092,-0.4
0.5699107236000535,0.06771701,-0.932282991707325,-0.4
0.5927071525440556,-0.048135206,-1.048135206103325,-0.30906763672828674
0.6155035814880577,-0.00030586228,-1.0003058622824028,-0.4
0.6383000104320599,-0.08296851,-1.0829685106873512,-0.4
0.661096439376062,-0.018617393,-1.0186173934489489,-0.31196796894073486
0.6838928683200641,0.18262252,-0.8173774778842926,-0.4
0.7066892972640663,0.11038098,-0.8896190226078033,-0.31894078850746155
0.7294857262080684,0.20847614,-0.7915238589048386,-0.4
0.7522821551520705,0.19093913,-0.8090608716011047,-0.4
0.7750785840960727,0.54387176,-0.45612823963165283,-0.4
0.7978750130400748,0.23689426,-0.7631057351827621,-0.4
0.8206714419840769,0.46587256,-0.5341274440288544,-0.21842874586582184
0.8662642998720812,0.39786285,-0.6021371483802795,-0.4
0.8890607288160833,0.6337221,-0.36627787351608276,-0.12940245866775513
0.9118571577600855,0.86552525,-0.1344747543334961,-0.012794368900358677
0.9346535867040876,0.6982281,-0.301771879196167,-0.12560367584228516
0.9574500156480897,1.1562515,0.15625154972076416,-0.004489555489271879
1.0030428735360941,1.072735,0.07273495197296143,-0.002643684158101678
1.0486357314240984,0.94565535,-0.05434465408325195,-0.001553757581859827
1.0714321603681005,0.99481565,-0.005184352397918701,0.25718843936920166
1.0942285893121027,0.95541036,-0.04458963871002197,0.2574094235897064
