time,0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.059796197903304094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08969429685495614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11959239580660819,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.14949049475826023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17938859370991228,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.20928669266156433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23918479161321637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26908289056486845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2989809895165205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3288790884681726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3587771874198247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.38867528637147675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4484714842747809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47836958322643297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.508267682178085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5381657811297371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5680638800813892,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5979619790330413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6278600779846933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6577581769363454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6876562758879975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7175543748396496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7474524737913016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7773505727429537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8072486716946058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8371467706462579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8670448695979099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
