time,Tsp=-0.40,Tsp=-0.20,Tsp=0.00,Tsp=0.20,Tsp=0.40
0.0,0.0,0.0,0.0,0.0,0.0
0.025108718237060106,0.0,0.0,0.0,0.0,0.0
0.05021743647412021,0.0,0.0,0.0,0.0,0.0
0.07532615471118032,0.0,0.0,0.0,0.0,0.0
0.10043487294824043,1.0,1.0,0.0,0.0,0.0
0.12554359118530053,0.0,0.0,0.0,0.0,0.0
0.15065230942236063,1.0,1.0,0.0,0.0,0.0
0.17576102765942073,0.0,0.0,0.0,0.0,0.0
0.20086974589648082,1.0,1.0,0.0,0.0,0.0
0.22597846413354092,0.0,0.0,0.0,0.0,0.0
0.251087182370601,1.0,1.0,0.0,0.0,0.0
0.27619590060766114,0.0,0.0,0.0,0.0,0.0
0.30130461884472126,1.0,1.0,0.0,0.0,0.0
0.3264133370817814,0.0,0.0,0.0,0.0,0.0
0.3515220553188415,1.0,0.0,0.0,0.0,0.0
0.37663077355590163,0.0,0.0,0.0,0.0,0.0
0.4268482100300219,1.0,1.0,0.0,0.0,0.0
0.451956928267082,0.0,0.0,0.0,0.0,0.0
0.4770656465041421,1.0,1.0,0.0,0.0,0.0
0.5021743647412023,0.0,0.0,0.0,0.0,0.0
0.5272830829782623,1.0,1.0,0.0,0.0,0.0
0.5523918012153224,0.0,0.0,0.0,0.0,0.0
0.5775005194523825,1.0,1.0,0.0,0.0,0.0
0.6026092376894425,0.0,0.0,0.0,0.0,0.0
0.6277179559265026,1.0,1.0,0.0,0.0,0.0
0.6528266741635627,0.0,0.0,0.0,0.0,0.0
0.6779353924006227,1.0,0.0,1.0,0.0,0.0
0.7030441106376828,0.0,0.0,0.0,0.0,0.0
0.7281528288747429,0.0,1.0,0.0,0.0,0.0
0.7532615471118029,0.0,0.0,0.0,0.0,0.0
0.778370265348863,0.0,0.0,0.0,0.0,0.0
0.8034789835859231,0.0,1.0,0.0,0.0,0.0
0.8285877018229831,0.0,0.0,0.0,0.0,0.0
0.8536964200600432,0.0,1.0,1.0,0.0,0.0
0.8788051382971033,0.0,0.0,0.0,0.0,0.0
0.9039138565341633,0.0,1.0,0.0,0.0,0.0
0.9290225747712234,0.0,0.0,0.0,0.0,0.0
0.9541312930082835,0.0,1.0,0.0,0.0,0.0
0.9792400112453435,0.0,0.0,0.0,0.0,0.0
1.0043487294824036,0.0,1.0,1.0,0.0,0.0
