time,Tsp=-0.40,Tsp=-0.20,Tsp=0.00,Tsp=0.20,Tsp=0.40
0.0,0.0,0.0,0.0,0.0,0.0
0.026525650177936108,0.0,0.0,0.0,0.0,0.0
0.053051300355872216,0.0,0.0,0.0,0.0,0.0
0.10610260071174443,0.0,0.0,0.0,0.0,0.0
0.15915390106761668,0.8093805313110352,0.7855066061019897,0.0,0.0,0.0
0.1856795512455528,0.4743914306163788,0.0,0.0,0.0,0.0
0.21220520142348892,1.0874292850494385,0.7855066061019897,0.0,0.0,0.0
0.23873085160142504,0.6373604536056519,0.0,0.0,0.0,0.0
0.2917821519572973,1.182948112487793,0.7855066061019897,0.0,0.0,0.0
0.3183078021352334,0.6933456063270569,0.0,0.0,0.0,0.0
0.34483345231316953,0.40638142824172974,0.0,0.0,0.0,0.0
0.37135910249110565,1.0475674867630005,0.7855066061019897,0.0,0.0,0.0
0.3978847526690418,0.6139967441558838,0.0,0.0,0.0,0.0
0.4244104028469779,1.1692543029785156,0.7855066061019897,0.0,0.0,0.0
0.450936053024914,0.6853194236755371,0.0,0.0,0.0,0.0
0.47746170320285014,1.2110576629638672,0.7855066061019897,0.0,0.0,0.0
0.5039873533807863,0.7098211050033569,0.0,0.0,0.0,0.0
0.5570386537366584,1.2254185676574707,0.7855066061019897,0.0,0.0,0.0
0.5835643039145945,0.7182382345199585,0.0,0.0,0.0,0.0
0.6100899540925305,0.4209713935852051,0.0,0.0,0.0,0.0
0.6366156042704666,1.0561188459396362,0.7855066061019897,0.0,0.0,0.0
0.6631412544484027,0.6190088391304016,0.0,0.0,0.0,0.0
0.7161925548042748,1.172191858291626,0.7855066061019897,0.0,0.0,0.0
0.7427182049822109,0.687041163444519,0.0,0.0,0.0,0.0
0.7692438551601469,1.2120667695999146,0.7855066061019897,0.0,0.0,0.0
0.795769505338083,0.7104125618934631,0.0,0.0,0.0,0.0
0.8222951555160191,1.2257652282714844,0.0,0.0,0.0,0.0
0.8488208056939551,0.7184414267539978,0.0,0.0,0.0,0.0
0.8753464558718912,0.4210904836654663,0.7855066061019897,0.48581820726394653,0.0,0.0
0.9018721060498273,0.24680815637111664,0.0,0.48581820726394653,0.0,0.0
0.9549234064056994,0.14465837180614471,0.7855066061019897,0.48581820726394653,0.0,0.0
0.9814490565836355,0.08478668332099915,0.0,0.48581820726394653,0.0,0.0
1.0079747067615716,0.049694888293743134,0.7855066061019897,0.48581820726394653,0.0,0.0
1.0345003569395077,0.029127001762390137,0.0,0.48581820726394653,0.0,0.0
1.0610260071174438,0.01707182079553604,0.0,0.48581820726394653,0.0,0.0
1.0875516572953798,0.010006078518927097,0.0,0.48581820726394653,0.0,0.0
1.114077307473316,0.005864729639142752,0.0,0.9716364145278931,0.0,0.8800162672996521
1.167128607829188,0.0034374159295111895,0.0,0.9716364145278931,0.0,0.8800162672996521
1.193654258007124,0.0020147268660366535,0.0,0.9716364145278931,0.0,0.8800162672996521
1.2467055583629962,0.0011808649869635701,0.0,0.9716364145278931,0.0,0.0
1.2732312085409323,0.0006921246531419456,0.0,0.9716364145278931,0.0,0.8800162672996521
1.2997568587188684,0.00040566580719314516,0.0,0.9716364145278931,0.0,0.8800162672996521
1.3262825088968044,0.0002377674973104149,0.0,0.9716364145278931,0.0,0.0
1.3793338092526766,0.00013935950119048357,0.0,0.9716364145278931,0.0,0.8800162672996521
1.4058594594306126,8.168092608684674e-05,0.0,0.9716364145278931,0.0,0.8800162672996521
1.4323851096085487,4.787455327459611e-05,0.0,0.9716364145278931,0.0,0.8800162672996521
1.4589107597864848,2.8060074328095652e-05,0.0,1.4574546813964844,0.0,0.0
1.511962060142357,1.6446478184661828e-05,0.0,1.4574546813964844,0.0,0.0
1.538487710320293,9.639555173635017e-06,0.0,1.4574546813964844,0.0,0.0
