time,0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021131255623497592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.042262511246995184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06339376687049278,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.08452502249399037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10565627811748796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.12678753374098556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14791878936448316,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.16905004498798076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19018130061147837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21131255623497597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.23244381185847357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2535750674819712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2747063231054688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2958375787289664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.316968834352464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3381000899759616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3592313455994592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3803626012229568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4014938568464544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.422625112469952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4437563680934496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4648876237169472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4860188793404448,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5071501349639423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52828139058744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5705439018344352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5916751574579328,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6128064130814304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.633937668704928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6550689243284256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6762001799519232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6973314355754208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7184626911989184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.739593946822416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7607252024459136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7818564580694112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8029877136929088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8241189693164064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.845250224939904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8663814805634016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8875127361868992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9086439918103968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9297752474338944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.950906503057392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9720377586808896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9931690143043872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0354315255513822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0565627811748797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0776940367983772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0988252924218747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1199565480453721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1410878036688696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1622190592923671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1833503149158646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2044815705393621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2256128261628596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.246744081786357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2678753374098546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.289006593033352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3101378486568496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.331269104280347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3524003599038446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3946628711508395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.415794126774337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.4369253823978345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.458056638021332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4791878936448295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.500319149268327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5214504048918245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.542581660515322,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5637129161388195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.584844171762317,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.6059754273858144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.627106683009312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6482379386328094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.669369194256307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
