time,D,Derror,Tsp
0.0,0.0,-1.0,0.0
0.06109121209746558,0.081211805,-0.9187881946563721,0.0
0.09163681814619837,0.04874642,-0.9512535817921162,0.0
0.15272803024366396,0.08608216,-0.9139178395271301,0.0
0.18327363629239676,0.055854958,-0.9441450424492359,-0.3014969229698181
0.24436484838986236,-0.055087328,-1.0550873279571533,-0.4
0.27491045443859513,0.035140596,-0.9648594036698341,-0.31612029671669006
0.30545606048732793,0.19119604,-0.8088039606809616,-0.3999999761581421
0.33600166653606073,0.026897915,-0.9731020852923393,-0.32019051909446716
0.3665472725847935,0.08395421,-0.916045792400837,-0.4
0.3970928786335263,0.14306918,-0.8569308221340179,-0.4
0.4276384846822591,-0.06767618,-1.0676761791110039,-0.4
0.4581840907309919,-0.056360334,-1.0563603341579437,-0.3094251751899719
0.4887296967797247,0.065725565,-0.934274435043335,-0.4
0.5192753028284575,0.07469057,-0.9253094270825386,-0.3999999761581421
0.5498209088771903,0.22530155,-0.7746984511613846,-0.3120356500148773
0.5803665149259231,-0.046918865,-1.0469188652932644,-0.4
0.6109121209746559,0.03291248,-0.9670875184237957,-0.3189605176448822
0.6414577270233887,0.24561453,-0.7543854713439941,-0.4
0.6720033330721215,0.1986646,-0.8013353943824768,-0.4
0.7025489391208543,0.49519575,-0.504804253578186,-0.3140140771865845
0.733094545169587,0.32381612,-0.6761838793754578,-0.4
0.7636401512183199,0.43724507,-0.5627549290657043,-0.26259124279022217
0.7941857572670526,0.5206779,-0.47932207584381104,-0.4
0.8247313633157854,0.45776576,-0.5422342419624329,-0.14794312417507172
0.8552769693645182,0.5326724,-0.4673275947570801,-0.051657550036907196
0.885822575413251,0.5768709,-0.4231290817260742,-0.13245917856693268
0.9163681814619838,0.661024,-0.33897602558135986,-0.019389912486076355
0.9469137875107166,0.6443387,-0.3556612730026245,-0.12669146060943604
0.9774593935594494,0.84104395,-0.15895605087280273,-0.006880005821585655
1.038550605656915,0.9810887,-0.018911302089691162,-0.004061398096382618
1.0690962117056477,0.8005743,-0.19942569732666016,-0.0023904989939182997
1.0996418177543805,0.8704593,-0.12954068183898926,-0.001404585549607873
1.1301874238031133,0.6769878,-0.32301217317581177,-0.0008244491764344275
1.1607330298518461,0.7306853,-0.269314706325531,-0.0004836359585169703
1.191278635900579,0.9939499,-0.00605010986328125,-0.000283609057078138
1.2218242419493117,0.67076516,-0.3292348384857178,-0.0001662767754169181
1.2523698479980445,1.0490868,0.049086809158325195,-9.747435979079455e-05
1.2829154540467773,0.7151945,-0.2848054766654968,-0.08941951394081116
1.3134610600955101,0.9075908,-0.09240919351577759,-1.674619852565229e-05
1.344006666144243,0.987705,-0.012295007705688477,-9.815395969781093e-06
1.3745522721929757,0.94945794,-0.05054205656051636,-5.75302556171664e-06
1.4050978782417085,1.0541943,0.05419433116912842,-3.3719643397489563e-06
1.4356434842904413,1.0157279,0.015727877616882324,-1.9763713225984247e-06
1.466189090339174,1.0673574,0.06735742092132568,-1.1583865671127569e-06
1.496734696387907,0.9862538,-0.013746201992034912,0.08115974813699722
1.5272803024366397,0.9994355,-0.0005645155906677246,0.19015240669250488
1.5578259084853725,1.1914392,0.19143915176391602,0.19010445475578308
1.5883715145341053,1.1906697,0.19066965579986572,2.2311776604055922e-07
1.618917120582838,0.9692992,-0.03070080280303955,-7.51567199586134e-08
1.649462726631571,1.1099308,0.10993075370788574,0.1505928635597229
1.6800083326803037,1.0968747,0.09687471389770508,0.1505928784608841
1.7105539387290365,0.8711116,-0.12888842821121216,-1.0755625723390949e-08
1.7410995447777693,0.95395756,-0.046042442321777344,0.1505928933620453
1.771645150826502,1.1268812,0.12688124179840088,0.1505928933620453
1.802190756875235,0.95429474,-0.04570525884628296,-2.1656501036915188e-09
